"number","title","date","slug","tags"
767,"rake in meaning and examples","2025-09-28","/rake-in/","English, phrasal verbs"
768,"rack up meaning and examples","2025-09-28","/rack-up/","English, phrasal verbs"
769,"regardless of meaning and examples","2025-09-28","/regardless-of/","English, preposition, phrases"
770,"rip off meaning and examples","2025-09-28","/rip-off/","English, phrasal verbs"
771,"rise above meaning and examples","2025-09-28","/rise-above/","English, phrasal verbs"
772,"revert to meaning and examples","2025-09-28","/revert-to/","English, verb, phrasal verbs"
773,"round out meaning and examples","2025-09-28","/round-out/","English, phrasal verbs"
774,"round off meaning and examples","2025-09-28","/round-off/","English, phrasal verbs"
775,"rub in meaning and examples","2025-09-28","/rub-in/","English, phrasal verbs"
776,"rule out meaning and examples","2025-09-28","/rule-out/","English, phrasal verbs"
777,"round up meaning and examples","2025-09-28","/round-up/","English, phrasal verbs"
778,"run through meaning and examples","2025-09-28","/run-through/","English, phrasal verbs"
779,"run down meaning and examples","2025-09-28","/run-down/","English, phrasal verbs"
780,"sail through meaning and examples","2025-09-28","/sail-through/","English, phrasal verbs"
781,"seize on meaning and examples","2025-09-28","/seize-on/","English, phrasal verbs"
782,"run off meaning and examples","2025-09-28","/run-off/","English, phrasal verbs"
783,"scratch out meaning and examples","2025-09-28","/scratch-out/","English, phrasal verbs"
784,"ingenuity meaning and examples","2025-09-29","/ingenuity/","English, noun"
785,"shoulder to shoulder meaning and examples","2025-09-29","/shoulder-to-shoulder/","English, phrasal verbs"
786,"set off meaning and examples","2025-09-29","/set-off/","English, phrasal verbs"
787,"settle for meaning and examples","2025-09-29","/settle-for/","English, phrasal verbs"
788,"shake off meaning and examples","2025-09-29","/shake-off/","English, phrasal verbs"
789,"settle down meaning and examples","2025-09-29","/settle-down/","English, phrasal verbs"
790,"shoot down meaning and examples","2025-09-29","/shoot-down/","English, phrasal verbs"
791,"shove off meaning and examples","2025-09-29","/shove-off/","English, phrasal verbs"
792,"show off meaning and examples","2025-09-29","/show-off/","English, phrasal verbs"
793,"shake up meaning and examples","2025-09-29","/shake-up/","English, phrasal verbs"
794,"show up meaning and examples","2025-09-29","/show-up/","English, phrasal verbs"
795,"shut in meaning and examples","2025-09-29","/shut-in/","English, phrasal verbs"
796,"sign up for meaning and examples","2025-09-29","/sign-up-for/","English, phrasal verbs"
797,"sit back meaning and examples","2025-09-29","/sit-back/","English, phrasal verbs"
798,"single out meaning and examples","2025-09-29","/single-out/","English, phrasal verbs"
799,"as of now meaning and examples","2025-09-30","/as-of-now/","English, adverb, phrases"
800,"arbitrary meaning and examples","2025-09-30","/arbitrary/","English, adjective"
801,"I'd like to extend my warmest congratulations on ~ meaning and examples","2025-09-30","/id-like-to-extend-my-warmest-congratulations-on/","English, phrase, formal expression"
802,"sit in meaning and examples","2025-09-30","/sit-in/","English, phrasal verbs"
803,"size up meaning and examples","2025-09-30","/size-up/","English, phrasal verbs"
804,"align to meaning and examples","2025-10-01","/align-to/","English, verb, phrasal verbs"
805,"be destined for meaning and examples","2025-10-01","/be-destined-for/","English, phrasal verbs"
806,"skirt around meaning and examples","2025-10-01","/skirt-around/","English, phrasal verbs"
807,"slip away meaning and examples","2025-10-01","/slip-away/","English, phrasal verbs"
808,"slip out meaning and examples","2025-10-01","/slip-out/","English, phrasal verbs"
809,"smooth out meaning and examples","2025-10-02","/smooth-out/","English, phrasal verbs"
810,"spell out meaning and examples","2025-10-02","/spell-out/","English, phrasal verbs"
811,"spin off meaning and examples","2025-10-02","/spin-off/","English, phrasal verbs"
812,"stand by meaning and examples","2025-10-02","/stand-by/","English, phrasal verbs"
813,"stem from meaning and examples","2025-10-02","/stem-from/","English, phrasal verbs"
814,"step down meaning and examples","2025-10-02","/step-down/","English, phrasal verbs"
815,"stand out meaning and examples","2025-10-02","/stand-out/","English, phrasal verbs"
816,"stick around meaning and examples","2025-10-02","/stick-around/","English, phrasal verbs"
817,"stick to meaning and examples","2025-10-02","/stick-to/","English, phrasal verbs"
818,"stick by meaning and examples","2025-10-03","/stick-by/","English, phrasal verbs"
819,"stop over meaning and examples","2025-10-03","/stop-over/","English, phrasal verbs"
820,"stick with meaning and examples","2025-10-03","/stick-with/","English, phrasal verbs"
821,"stick up for meaning and examples","2025-10-03","/stick-up-for/","English, phrasal verbs"
822,"sum up meaning and examples","2025-10-03","/sum-up/","English, phrasal verbs"
823,"strive to do meaning and examples","2025-10-03","/strive-to-do/","English, verb"
824,"stir up meaning and examples","2025-10-03","/stir-up/","English, phrasal verbs"
825,"take in meaning and examples","2025-10-03","/take-in/","English, phrasal verbs"
826,"take after meaning and examples","2025-10-03","/take-after/","English, phrasal verbs"
827,"take over meaning and examples","2025-10-03","/take-over/","English, phrasal verbs"
828,"take up meaning and examples","2025-10-03","/take-up/","English, phrasal verbs"
829,"take on meaning and examples","2025-10-03","/take-on/","English, phrasal verbs"
830,"talk up meaning and examples","2025-10-03","/talk-up/","English, phrasal verbs"
831,"tear up meaning and examples","2025-10-03","/tear-up/","English, phrasal verbs"
832,"tell off meaning and examples","2025-10-03","/tell-off/","English, phrasal verbs"
833,"tear down meaning and examples","2025-10-03","/tear-down/","English, phrasal verbs"
834,"tell on meaning and examples","2025-10-03","/tell-on/","English, phrasal verbs, verb"
835,"tighten up meaning and examples","2025-10-03","/tighten-up/","English, phrasal verbs"
836,"throw off meaning and examples","2025-10-03","/throw-off/","English, phrasal verbs"
837,"the other way around meaning and examples","2025-10-03","/the-other-way-around/","English, phrase"
838,"tip off meaning and examples","2025-10-03","/tip-off/","English, phrasal verbs"
839,"tone down meaning and examples","2025-10-03","/tone-down/","English, phrasal verbs"
840,"toss out meaning and examples","2025-10-03","/toss-out/","English, phrasal verbs"
841,"arbitrate meaning and examples","2025-10-07","/arbitrate/","English, verb"
842,"bring about meaning and examples","2025-10-07","/bring-about/","English, phrasal verbs"
843,"intermediary meaning and examples","2025-10-07","/intermediary/","English, noun, adjective"
844,"covet meaning and examples","2025-10-20","/covet/","English, verb"
845,"fracture meaning and examples","2025-10-20","/fracture/","English, noun, verb"
846,"profound meaning and examples","2025-10-20","/profound/","English, adjective"
847,"spectacular meaning and examples","2025-10-20","/spectacular/","English, adjective"
848,"speculative meaning and examples","2025-10-20","/speculative/","English, adjective"
849,"specious meaning and examples","2025-10-20","/specious/","English, adjective"
850,"speckled meaning and examples","2025-10-20","/speckled/","English, adjective"
851,"dispositive meaning and examples","2025-10-22","/dispositive/","English, adjective"
852,"transient meaning and examples","2025-10-22","/transient/","English, adjective"
853,"indefinite meaning and examples","2025-10-22","/indefinite/","English, adjective"
854,"colossal meaning and examples","2025-10-22","/colossal/","English, adjective"
855,"diminutive meaning and examples","2025-10-22","/diminutive/","English, adjective, noun"
856,"grim meaning and examples","2025-10-22","/grim/","English, adjective"
857,"hazy meaning and examples","2025-10-22","/hazy/","English, adjective"
858,"radiant meaning and examples","2025-10-22","/radiant/","English, adjective"
859,"custody meaning and examples","2025-10-23","/custody/","English, noun"
860,"ladle meaning and examples","2025-10-24","/ladle/","English, noun"
861,"workslop meaning and examples","2025-10-24","/workslop/","English, noun, slang"
862,"dignitary meaning and examples","2025-10-24","/dignitary/","English, noun"
863,"dormant meaning and examples","2025-10-24","/dormant/","English, adjective"
864,"vibrant meaning and examples","2025-10-24","/vibrant/","English, adjective"
865,"conjectural meaning and examples","2025-10-25","/conjectural/","English, adjective"
866,"dismiss meaning and examples","2025-10-25","/dismiss/","English, verb"
867,"disregard meaning and examples","2025-10-25","/disregard/","English, verb, noun"
868,"shimmer meaning and examples","2025-10-25","/shimmer/","English, verb, noun"
869,"tentative meaning and examples","2025-10-25","/tentative/","English, adjective"
870,"uncertain meaning and examples","2025-10-25","/uncertain/","English, adjective"
871,"fallacious meaning and examples","2025-10-25","/fallacious/","English, adjective"
872,"chronological meaning and examples","2025-10-25","/chronological/","English, adjective"
873,"have yet to do meaning and examples","2025-10-25","/have-yet-to-do/","English, phrase, grammar"
874,"illegible meaning and examples","2025-10-25","/illegible/","English, adjective"
875,"illiberal meaning and examples","2025-10-25","/illiberal/","English, adjective"
876,"lucrative meaning and examples","2025-10-25","/lucrative/","English, adjective"
877,"illiterate meaning and examples","2025-10-25","/illiterate/","English, adjective"
878,"salutary meaning and examples","2025-10-25","/salutary/","English, adjective"
879,"malign meaning and examples","2025-10-25","/malign/","English, verb, adjective"
880,"affirmative meaning and examples","2025-10-26","/affirmative/","English, adjective, noun"
881,"chronic meaning and examples","2025-10-26","/chronic/","English, adjective"
882,"commendable meaning and examples","2025-10-26","/commendable/","English, adjective"
883,"contradictory meaning and examples","2025-10-26","/contradictory/","English, adjective"
884,"durable meaning and examples","2025-10-26","/durable/","English, adjective"
885,"eventual meaning and examples","2025-10-26","/eventual/","English, adjective"
886,"expendable meaning and examples","2025-10-26","/expendable/","English, adjective"
887,"faithful meaning and examples","2025-10-26","/faithful/","English, adjective"
888,"sturdy meaning and examples","2025-10-26","/sturdy/","English, adjective"
889,"susceptible meaning and examples","2025-10-26","/susceptible/","English, adjective"
890,"accomplice meaning and examples","2025-10-26","/accomplice/","English, noun, crime-related"
891,"affinity meaning and examples","2025-10-26","/affinity/","English, noun"
892,"breach meaning and examples","2025-10-26","/breach/","English, noun, verb"
893,"crevice meaning and examples","2025-10-26","/crevice/","English, noun"
894,"diversion meaning and examples","2025-10-26","/diversion/","English, noun"
895,"fraud meaning and examples","2025-10-26","/fraud/","English, noun"
896,"imprisonment meaning and examples","2025-10-26","/imprisonment/","English, noun"
897,"memoir meaning and examples","2025-10-26","/memoir/","English, noun"
898,"miser meaning and examples","2025-10-26","/miser/","English, noun"
899,"mischief meaning and examples","2025-10-26","/mischief/","English, noun"
900,"objectivity meaning and examples","2025-10-26","/objectivity/","English, noun"
901,"negligence meaning and examples","2025-10-26","/negligence/","English, noun"
902,"reversion meaning and examples","2025-10-26","/reversion/","English, noun"
903,"submission meaning and examples","2025-10-26","/submission/","English, noun"
904,"suspension meaning and examples","2025-10-26","/suspension/","English, noun"
905,"blunder meaning and examples","2025-10-27","/blunder/","English, noun, verb"
906,"calamity meaning and examples","2025-10-27","/calamity/","English, noun"
907,"chide meaning and examples","2025-10-27","/chide/","English, verb"
908,"dribble meaning and examples","2025-10-27","/dribble/","English, verb, noun"
909,"fatality meaning and examples","2025-10-27","/fatality/","English, noun"
910,"huddle meaning and examples","2025-10-27","/huddle/","English, verb, noun"
911,"menace meaning and examples","2025-10-27","/menace/","English, noun, verb"
912,"tumble meaning and examples","2025-10-27","/tumble/","English, verb, phrasal verbs"
